Date;Location;Latitude;Longitude;Operator;AC Type;Aboard;Aboard Passangers;Aboard Crew;Fatalities;Fatalities Passangers;Fatalities Crew;Ground;Summary;;;
03/22/1934;Near Lima, Peru;#CAMPO!;#CAMPO!;Pan American Grace Airlines;Ford 5-AT-C Tri-Motor;15;12;3;3;0;3;0;Crashed on take off due to engine failure.;;;
04/10/1934;Ningpo Bay, China;#CAMPO!;#CAMPO!;China National Aviation Corporation;Sikorsky S-38BB;3;1;2;3;1;2;0;;;;
05/09/1934;English Channel;#CAMPO!;#CAMPO!;Air France;Wibault 282T-12;6;3;3;6;3;3;0;Crashed into the English Channel and sunk immedately in fog.;;;
05/31/1934;Croydon;51,3727;-0,1099;Air France;Liore-et-Olivier 213;2;0;2;2;0;2;0;The cargo plane struck an aerial mast and crashed into houses while attempting to take off.;;;
06/09/1934;Mongaup Mountain, New York;#CAMPO!;#CAMPO!;American Airways;Curtiss Condor T-32;7;4;3;7;4;3;0;Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2,000 feet in fog and thunderstorms while en route. Pilot deviated from the prescribed course and flew over hazardous terrain.;;;
06/11/1934;Junin, Argentina;#CAMPO!;#CAMPO!;Panagra;Ford 5-AT-C Tri-Motor;10;7;3;6;3;3;0;"Crashed into Mar Chiquita Lagoon during a heavy rainstorm. The aircraft was named ""San Pedro.""";;;
06/22/1934;Chausseehausen, Germany;#CAMPO!;#CAMPO!;Deutsche Lufthansa;Dornier Merkur;7;5;2;1;0;1;0;Weather related.;;;
06/23/1934;Burbank;34,1821;-118,3075;Aerevias Centrales Air Service;Lockheed Orion;1;0;1;1;0;1;0;Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.;;;
07/09/1934;San Bernardino;34,1000;-117,3000;United Air Services;Lockheed Vega;4;3;1;3;2;1;0;Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.;;;
07/27/1934;Near Tuttlingen, Germany;#CAMPO!;#CAMPO!;Swissair;Curtiss AT-32C Condor;12;9;3;12;9;3;0;The aircraft crashed during a violent storm near the Swiss - Germany border. The plane fell from a height of 3,000 feet, bursting into flames. Failure of the right wing caused by fractures in the structure which occurred because of  oscillations in the wing.;;;
08/05/1934;Bahia;#CAMPO!;#CAMPO!;Air France;Latecoere 26;2;0;2;2;0;2;0;The crew lost control of the aircraft and crashed while taking off from Bahia while on a mail flight.;;;
08/31/1934;Amazonia;39,8883;-94,8922;Rapid Air Transport;Stinson  SM-6000B;5;4;1;5;4;1;0;The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.;;;
10/02/1934;English Channel;#CAMPO!;#CAMPO!;Hillman's Airways;de havilland 89 Dragon Rapide;7;6;1;7;6;1;0;"While overflying The Channel, the pilot encountered poor weather conditions with light rain and fog. He decided to return but due to low visibility and while cruising VFR, he was unable to distinguish the water surface and eventually lost control of the aircraft that crashed into the sea some five km off Folkestone. The pilot""s lack of skill and knowledge in matters of navigation .";;;
10/03/1934;Near Winton, Australia;#CAMPO!;#CAMPO!;Qantas;de Havilland DH-50A;3;2;1;3;2;1;0;Crashed after in-flight loss of control, possibly stalled at low altitude in dusty low-visibility conditions.;;;
10/19/1934;Bass Strait, Australia;#CAMPO!;#CAMPO!;Holymans Airways;de Havilland DH-86;11;10;1;11;10;1;0;Crashed 10 miles off the coast under unknown circumstances;;;
11/02/1934;Kapit;2,0167;112,9333;Holdens Air Transport Service;De Havilland DH-61;4;2;2;2;2;0;0;"On final approach to Kaiapit, the aircraft was too low and hit a house short of runway and caught fir. The aircraft was named ""Canberra.""";;;
11/15/1934;Near Longreach, Australia;#CAMPO!;#CAMPO!;Qantas;de Havilland DH-86;4;3;1;4;3;1;0;The aircraft suddenly went out of control and crashed to the ground on its delivery flight from England to Brisbane. Improper loading of parts resulting in an aft center of gravity.;;;
11/15/1934;Amazonia;39,8883;-94,8922;Rapid Air Transport;Stinson SM-6000-B;2;0;2;2;0;2;0;While flying at night in marginal weather conditions, the pilot flew too close to the ground  hit trees and crashed in flames in a wooded area.  The pilot committed an error in judgment in turning too close to the ground in a fog bound area.;;;
12/07/1934;Sachau;52,4750;11,2621;Deutsche Lufthansa;Junkers F-13;3;0;3;3;0;3;0;Crashed under unknown circumstances;;;
12/08/1934;Columbia;38,9516;-92,3286;Braniff Airlines;Lockheed Vega 5C;1;0;1;1;0;1;0;The mail plane crashed to the ground from a low altitude. Icing.;;;
12/10/1934;Palma Soriano;20,2172;-75,9988;Cubana de Aviacion;Ford 4-AT-E Tri-motor;8;5;3;4;2;2;0;Crashed into a mountain in poor weater condtions and low visiblity while en route.;;;
12/20/1934;Rutbah Wells, Syria;#CAMPO!;#CAMPO!;KLM Royal Dutch Airlines;Douglas DC-2-115A;7;3;4;7;3;4;0;"While flying over the Iraqi Desert at night, the crew encountered poor weather conditions and decided to divert to Rutbah Wells. On approach, the aircraft impacted the ground and exploded.16 km from Rutbah Wells airfield. The aircraft was named ""Uiver"" (Dutch word for stork).";;;
12/22/1934;Sunbright;36,2475;-84,6728;American Airlines;Lockheed Orion 9D;1;0;1;1;0;1;0;Crashed into Big Pilot mountain, 50 feet from the top of the summit, four miles from Sunbright, in poor visibility. The battery-generator system failed, thus causing an error in the ship's compass and probably affecting other essential navigation instruments.;;;
01/08/1935;Near Karachi, Pakistan;#CAMPO!;#CAMPO!;Indian Air Force;Wapiti;2;0;2;0;0;2;15;Crashed into a column of soldiers during training. The crew survived with injuries but 15 soldiers were killed and 11 injured. Later the pilot was court-martialled and dismissed.;;;
01/26/1935;Pittsburgh;40,4422;-79,9950;Trans Continental and Western Air;Consolidated Fleetster;1;0;1;1;0;1;0;The mail plane crashed and burned soon after taking off in a blinding snowstorm.;;;
01/31/1935;Estetino;53,4169;14,5323;Deruluft;Junkers JU-52/3m;11;8;3;11;8;3;0;Crashed full speed into a hill, 450 feet high in rain and fog. Icing.;;;
03/07/1935;Schievelbein, Germany;#CAMPO!;#CAMPO!;Deruluft;Rochrbach Roland;3;0;3;0;0;0;0;Fuselage failure forced an emergency landing in a field.;;;
03/15/1935;Alarixe;31,1396;33,7939;Misrair;de Havilland Dragon 1;6;5;1;3;2;1;0;After flying over the airport into a strong headwind, in an attempt to land, one of the aircraft's two engines failed.  While attempting to return to the airport the pilot headed into the strong wind and lost airspeed until he stalled and crashed from a height  of 100 - 130 feet.;;;
03/29/1935;Off Samland, Germany;#CAMPO!;#CAMPO!;Deutsche Lufthansa;Junkers F-13;5;0;5;5;0;5;0;The crew,(3 student pilots and 2 instructors were performing a training flight over Baltic Sea when the  aircraft crashed into the sea for reasons unknown.;;;
04/01/1935;Beauvais;49,4303;2,0952;Air France;Farman F-300;3;0;3;1;0;1;0;Shortly after departure, the captain decided to return to Paris because of low visibility. The aircraft hit a tree and crashed in an open field. The chief pilot of Air France, Robert Bajac, 36, was killed. Blame was placed on the aircraft which was found to be unstable in flight.;;;
04/06/1935;Brilon;51,3833;8,5667;KLM Royal Dutch Airlines;Fokker F-12;7;3;4;7;3;4;0;"Crashed after the pilot tried to maintain visual contact with the ground in heavy fog and snow. The plane was named ""Leeuwerik."" The pilot was unable to distinguish the ground from the surroundings and to establish his real position to continue then flight in a safely manner.";;;
05/01/1935;Near Walsenberg, Colorado;#CAMPO!;#CAMPO!;Varney Air Lines;Lockheed Vega;1;0;1;1;0;1;0;Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed. The accidental collision with the ground while doing low flying in violation of the Air Commerce Regulations.;;;
05/06/1935;Atlanta;39,8992;-92,4803;Trans Continental and Western Air;Douglas DC-2-112;14;12;2;5;3;2;0;The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly.;;;
05/18/1935;Near Moscow, Russia;#CAMPO!;#CAMPO!;Gor'ky Eskadril'ya;Tupolev ANT-20 / I-5;50;37;13;50;37;13;2;"Midair collision with an I-5 fighter at 2,300 ft. The fighter was performing aerobatics trying to loop around the Tupolev. The plane crashed into a residental neighborhood and was on its maiden flight. The plane was nicknamed ""Maxim Gorky.""  Pilot error. Forty-nine killed on the Tupolev, one on the I-5";;;
05/18/1935;Flint;43,0099;-83,6851;Knowles Flying Service of Detroit;Ford model 4-AT-E;12;11;1;3;2;1;0;While on a sightseeing trip, the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use.;;;
05/27/1935;Glendo;42,5031;-105,0253;Wyoming Air Service;Boeing 221;1;0;1;1;0;1;0;While flying in poor weather conditions, the pilot decided to reduce his altitude to maintain a visual contact with the ground and crashed into a hill. The accidental collision with the ground while flying low due to severe local weather conditions.;;;
05/28/1935;Maywood;41,8863;-87,8391;Chicago and Southern Airlines;Stinson SM6000B Tri-motor;2;1;1;2;1;1;0;Crashed into the ground on a farm  after the pilot made an abrupt turn to avoid trees, striking the wing on the ground. The unintentional collision with the ground while flying at too low altitude at night.;;;
06/24/1935;Medellín;6,2308;-75,5906;Servicio Aereo Columbiano / SCADTA;Ford Tri-Motor / Ford Tri-Motor;20;18;2;17;15;2;0;A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed.;;;
07/14/1935;Amesterdão;52,3732;4,8907;KLM Royal Dutch Airlines;Fokker F-XXII;20;15;5;6;2;4;0;The plane lost altitude while attempting an emergency landing after taking off and losing two engines. The wing hit a dyke and the plane burst into flames.;;;
07/19/1935;Off Chandeleur Island, Mississippi;#CAMPO!;#CAMPO!;Wedell-Williams Air Service Corporation;General 102-E;2;1;1;2;1;1;0;The plane deviated from its course and flew 20 miles off shore and crashed.  Cause unknown.;;;
07/20/1935;Pian Giacomo, Switzerland;#CAMPO!;#CAMPO!;KLM Royal Dutch Airlines;Douglas DC-2;13;9;4;13;9;4;0;Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds. The crew flew through the wrong valley which ended in a dead end. Icing condtions,.;;;
07/23/1935;Cardiff;51,4813;-3,1805;Jersey Airways;de Havilland DH-84 Dragon;8;7;1;1;3;0;0;"Shortly after taking from Cardiff Airport, and climbing, the twin engine aircraft stalled and crashed in a field. The plane was named  ""Saint Clements Bay .""";;;
07/28/1935;El Retiro;6,0580;-75,5026;Fuerza Aerea Colombiana;Junkers W-34;5;3;2;5;3;2;0;While en route,, the crew encountered engine trouble, lost control of the aircraft and crashed  near the Rio Magdalena.;;;
08/07/1935;Cairo;30,0435;31,2353;Ala Littoria;Savoia-Marchetti S-66;7;3;4;7;3;4;0;Ten minutes after taking off an explosion occurred aboard and the aircraft crashed in the dessert, 8 km south of the airport. The cause of the explosion was undetermined.;;;
08/14/1935;Gilmer;32,7288;-94,9488;Delta Air Lines;Stinson Model A;4;3;1;4;3;1;0;Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.;;;
08/15/1935;Walakpa, near Point Barrow, Alaska;#CAMPO!;#CAMPO!;Private;Lockheed Orion 9E Explorer float plane;2;1;1;2;1;1;0;Dense fog caused the pilot to make a forced landing about 15 miles south of Point Barrow.  After some mechanical repairs, the plane took off, rose to about 50 feet and then crashed into shallow water. Loss of control of the aircraft at a low altitude after sudden engine failure due to the extreme nose-heaviness of the aircraft. Adventurer, Wiley Post, 37, and humorist, Will Rogers, 56, killed. Most experts believe that a combination of miscalculations in the design and operation of the heavily customized aircraft resulted in the uncontrollable spin that occurred right after takeoff.;;;
08/15/1935;Glendo;42,5031;-105,0253;Aero Mayflower Transit Co;Waco, model YLC;3;2;1;3;2;1;0;The plane flew into a mountain 43 miles West of Glendo in heavy fog.  Against advice to the contrary, the pilot decided to fly a direct route to Denver rather than go around, following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west.;;;
09/01/1935;Burbank;34,1821;-118,3075;Western Air Express;Boeing 247;3;0;3;3;0;3;0;A few minutes after take off from Burbank Airport, while climbing to a height of 1,000 feet in foggy conditions, the aircraft went out of control, stalled, hit power lines and crashed in flames in a field.;;;
09/13/1935;Tambo;-24,8833;146,2500;Panama Airways;Ford Tri-Motor;8;7;1;8;7;1;0;Crashed and burned in mountainous terrain in  adverse weather conditions.;;;
10/02/1935;Off Finders Island, Victoria, Australia;#CAMPO!;#CAMPO!;Holyman Airways;de Havilland DH-86;5;3;2;5;3;2;0;Crashed in the Bass Strait. Went in to an uncontrollable spin following an engine failure.;;;
10/07/1935;Cheyenne;41,1402;-104,8188;United Air Lines;Boeing 247D;12;9;3;12;9;3;0;While flying in a normal, slightly descending path, the aircraft  first collided with the ground just a few feet  below the top of a small knoll tearing out both engines and engine nacelles. It then rebounded and continued through the air for a distance of 1,120 feet, where it came to rest.  Error on the part of the pilot in executing an abrupt maneuver with insufficient altitude for safety and failure of the pilot to maintain proper control of the aircraft during this maneuver.;;;
10/09/1935;Gulf of Finland;#CAMPO!;#CAMPO!;Aero O-Y;Junkers F-13;6;4;2;6;4;2;0;Crashed into the sea in the dense fog and low visibility.;;;
10/21/1935;Troy;42,7317;-73,6925;Chamberlin Flying Service;Curtiss AT-32C Condor;6;4;2;1;0;1;0;The plane lost the left engine shortly after taking off. The pilot tried to make an emergency landing but was caught in a downdraft and the plane crashed.;;;
10/30/1935;Cheyenne;41,1402;-104,8188;United Air Lines;Boeing B-247-D;4;0;4;4;0;4;0;Crashed into a hill in poor weather conditions 5 miles south of Cheyenne. Test flight. Poor judgment by the pilot for executing an abrupt maneuver with insufficient altitude for safety and  failure of the pilot to maintain proper control of the aircraft during this maneuver.;;;
11/02/1935;Inhambupe;-11,7833;-38,3500;Air France;LatÃ©coÃ¨re 28-1;4;0;4;4;0;4;0;The postal plane crashed at Atalaya Beach in unknown circumstances.;;;
11/09/1935;Fort Worth;32,7499;-97,3303;Braniff Airlines;Lockheed Vega;1;0;1;1;0;1;0;Plunged to the ground thirty minutes after leaving Fort Worth. Tried to return to Dallas airport due to inclement weather.;;;
11/09/1935;Brindisi;40,6362;17,9390;Imperial Airways;Short S-17 Kent;13;10;3;12;9;3;0;While preparing for departure a fire broke out. The fire erupted while fueling.;;;
11/11/1935;Istres;43,5127;4,9878;Air France;Latecoere 28;3;0;3;3;0;3;0;Crashed whille flying in the vicinity of a thunderstorm.;;;
12/04/1935;Tours;47,3903;0,6889;Air Bleu;Caudron C-630 Simoun;2;0;2;1;0;1;0;On final approach, the aircraft was too low and hit a tree with it's right wing. It stalled and crashed in a garden short of the runway.;;;
12/10/1935;Croydon;51,3727;-0,1099;Sabena;Savoia-Marchetti SM73;11;7;4;11;7;4;0;While flying low, the aircraft hit tree tops, stalled and crashed in flames into a wooded area 13 km short of the runway, The pilot did not request bearings from the airport and tried to navigate on his own.;;;
12/24/1935;Breslávia;51,1167;17,0333;Deutsche Lufthansa;Heinkel He-70;3;2;1;3;2;1;0;Crashed under unknown circumstances;;;
12/31/1935;Alexandria;31,1977;29,8925;Imperial Airways;Short S-8 Calcutta flying boat;13;9;4;12;9;1;0;"The aircraft ran out of fuel and crashed off Alexandria. The plane was named ""The City of Khartoum.""";;;
01/14/1936; Tres Esquinas, Colombia;#CAMPO!;#CAMPO!;Military - Fuerza Aerea Colombiana;Junkers JU-52;16;13;3;13;10;3;0;The float plane crashed after experiencing unknown technical difficulties while attempting to land.;;;
01/14/1936;Goodwin;34,9381;-91,0210;American Airlines;Douglas DC-2-120;17;14;3;17;14;3;0;Flew into trees and disintegrated. The cause of the crash could not be determined.  Possible causes include, passenger interference, one fuel tank running dry, flying too low and the co-pilot alone at the controls.;;;
01/17/1936;Near Cordillera, Boliva;#CAMPO!;#CAMPO!;Lloyd Aereo Boliviano;Junkers JU-52;13;10;3;13;10;3;0;Crashed into a mountain near the village of Tapacari, 23 miles from Chochabanba.;;;
01/21/1936;Ajaccio;41,9267;8,7369;Air France;CAMS 53;6;3;3;6;3;3;0;Vanished off the coast of Corsica after sending a distress call that the engine had failed.;;;
01/29/1936;Denton;33,2164;-97,1292;American Airlines;Vultee V-1;6;5;1;1;0;1;0;Crashed into a clump of trees while attempting a landing in a snowstorm.;;;
02/10/1936;Atlantic Ocean;#CAMPO!;#CAMPO!;Air France;Latecoere 301 (flying boat);6;1;5;6;1;5;0;"Disappeared over the Atlantic ocean during a storm. The aircraft was never found. The aircraft was named ""Ville de Buenos Aires.""";;;
02/15/1936;South Atlantic Ocean;#CAMPO!;#CAMPO!;Deutsche Lufthansa;Dormier Do-J-Iif Bos Wal flying boat;4;0;4;4;0;4;0;The mail plane disappeared while en route.;;;
03/05/1936;Near Tengya, China;#CAMPO!;#CAMPO!;China National Aviation Corporation;Ford 5-AT-D Tri-Motor;6;3;3;0;0;0;0;Crash landed in mountains during a snowstorm.;;;
03/14/1936;Ovalle;-30,5992;-71,2003;Lan Chile;Fairchild FC-2;5;4;1;5;4;1;0;Went out of control while taking off and crashed in a rivine.;;;
03/26/1936;Amemeca, Mexico;#CAMPO!;#CAMPO!;Mexicana;Ford 5-AT-B Tri Motor;14;10;4;14;10;4;0;While making a turn at low speed, the aircraft stalled and crashed into mountains and caught fire.  The plane was carrying mainly German tourists. Possibly caught in a down draft when flying too low to the ground.;;;
04/01/1936;Pavilion;42,8761;-78,0228;American Airlines;Stinson Model A;2;0;2;2;0;2;0;The mail plane explosion in mid-air before crashing to the ground in a snowstorm.;;;
04/07/1936;Uniontown;39,9000;-79,7244;Trans Continental and Western Air;Douglas DC-2-112;14;11;3;12;10;2;0;Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio.;;;
04/11/1936;Port of Spain;#CAMPO!;#CAMPO!;Pan American Airways;Sikorsky S-42A float plane;25;18;7;3;2;1;0;Crashed  while taking off after the plane hit a boat . The aircraft was shipped to Miami and repaired. One of the injured passengers was Jose Iturbi, well known conductor and  pianist.;;;
04/15/1936;Near Turin, Italy;#CAMPO!;#CAMPO!;Avio Linee Italiane;OFM F-VIIb/3m;7;5;2;7;5;2;0;Crashed on the slopes of Mount Basso, 20 miles from Turin.;;;
04/17/1936;Orvin;47,1667;7,2167;Deutsche Lufthansa;Junkers JU-52;5;0;5;3;0;3;0;Deviated from the prescribed course and hit a mountain in poor weather conditions. Navigation error by the crew.;;;
04/21/1936;Senlis, France;#CAMPO!;#CAMPO!;Sabena;Fokker F-VII;2;0;2;2;0;2;0;Following taking off the cargo plane went out of control and crashed near Le Bourget Airport.;;;
04/30/1936;Basileia;47,5596;7,5806;Swissair;General Aviation GA-43;2;0;2;2;0;2;0;The cargo plane crashed into Mt. Rigi at night in poor weather conditons.;;;
05/16/1936;Mount Waverley;-37,8770;145,1310;Holymans Airways;De Havilland DH-60 Moth;2;0;2;2;0;2;0;The aircraft hit telephone wires and a chimney before crashing in flames into a house.;;;
06/09/1936;Malmo;55,6033;13,0013;A B Aerotransport;Fokker F-XXII;15;11;4;1;1;0;0;All four motors of the aircraft quit while taking off. The pilot attempted to land but crashed into a house. First fatal aviation accident in Sweden.The captain mistakenly opened the throttles instead of selecting the propeller pitch handles while the engines were in weak mixture, causing all four to stall out.;;;
06/13/1936;Hanôver;52,3667;9,7167;Deutsche Lufthansa;Junkers JU-160;6;4;2;1;1;0;0;"The pilot attempted an emergency landing in a field after the engine failured. The aircraft was named ""Puma.""";;;
06/16/1936;Mt. Lihesten, Norway;#CAMPO!;#CAMPO!;Den Norske Luftfartskole;Junkers JU-52/3m;7;3;4;7;3;4;0;While cruising, the aircraft crashed into the south face of Mt. Lyhesten in fog.;;;
07/15/1936;Zagreb;#CAMPO!;#CAMPO!;Aeroput;Spartan Cruiser;7;5;2;7;5;2;0;Shortly after taking off in fog the aircraft went out of control and crashed into a field.;;;
07/28/1936;Kulyab, Tajikistan;#CAMPO!;#CAMPO!;Aeroflot;Tupolev ANT-9;6;4;2;6;4;2;0;The landing gear failed on landing. The aircraft veered off the runway and burst into flames.;;;
07/31/1936;Jersey;#CAMPO!;#CAMPO!;Guernsey Airways;Saro A-19 Cloud;10;8;2;10;8;2;0;Ditched at sea. Loss of all engines necessitating a ditching at sea.;;;
08/02/1936;Mazamet;43,4928;2,3742;Air France;Wibault 280;3;0;3;3;0;3;0;The mail plane crashed into mountains 50 miles from Toulouse in fog.;;;
08/03/1936;Ciudad Serdán;18,9833;-97,4500;Mexicana;Lockheed 9 Orion;1;0;1;1;0;1;0;Crashed while delivering mail.;;;
08/05/1936;St. Louis;#CAMPO!;#CAMPO!;Chicago Southern Airlines;Lockheed 10B Electra;8;6;2;8;6;2;0;Crashed while attempting to take off from Lambert Field.  The making of a turn at an extremely low altitude, for reasons unknown, in which the wing of the airplane unintentionally contacted the ground.;;;
08/06/1936;Chocó;#CAMPO!;#CAMPO!;SCADTA;Junkers F-13;3;1;2;2;1;1;0;The float plane crashed under unknown circumstances.;;;
08/12/1936;Altenkirchen;#CAMPO!;#CAMPO!;British Airways;De Havilland DH-86;2;0;2;2;0;2;0;The mail plane crashed at night under unknown circumstances.;;;
08/22/1936;Mirabella Eclano;41,0458;14,9997;Imperial Airways;Short S-17 Kent;11;8;3;2;2;0;0;While attempting to land, the plane hit high waves and broke up. Strong lateral winds while landing on rough sea.;;;
09/05/1936;Near Pittsburgh, Pennsylvania;#CAMPO!;#CAMPO!;Pittsburgh Skyways Inc.;Stinson SM 6000B;11;10;1;10;9;1;0;Lost all three engines after the fuel supply was cut off. Possibly a passenger shut off the fuel supply by accident with the heel of her shoe. One 17 year old girl survived.;;;
09/25/1936;English Channel;#CAMPO!;#CAMPO!;Imperial Airways;Boulton and Paul P-71;2;0;2;2;0;2;0;Crashed under unknown circumstances while delivering mail.;;;
09/28/1936;Walsenburg;37,6267;-104,7839;Varney Air Lines;Lockheed  5 Vega;3;1;2;3;1;2;0;Crashed in a snowstorm after the pilot cut the motor and the plane crashed into a hill.;;;
09/28/1936;Bengasi;#CAMPO!;#CAMPO!;Ala Littoria SA;Cant Z-506 (float plane);10;7;3;9;7;2;0;Suffered engine failue on the approach,struck the mast of a ship and burst into flames.;;;
09/29/1936;Naperville;41,7481;-88,1656;Blue Bird Air Service;Lockheed Vega 5C;4;3;1;4;3;1;0;A half-hour after taking off, the engine failed and the plane crashed into a fence and burst into flames  while making a forced landing.;;;
10/06/1936; Francisco Rueda,  Tabasco, Mexico;#CAMPO!;#CAMPO!;Mexicana;Lockheed Orion;1;0;1;1;0;1;0;The mail plane crashed for reasons unknown.;;;
10/09/1936;Selby;53,7818;-1,0703;North Sea Aerial and General Transport;Blackburn B-2;1;0;1;1;0;1;0;The mail plane crashed under unknown circumstances.;;;
11/01/1936;Near Tabarz, Germany;#CAMPO!;#CAMPO!;Deutsche Lufthansa;Junkers JU-52;15;12;3;11;8;3;0;While encountering heavy fog the aircraft was flying too low and hit tree tops before crashing into flames in a wooded area. It was believed that the pilot had â€˜lost his bearingsâ€™ while flying in a heavy fog, resulting in either a controlled impact with the terrain or an uncontrolled descent into the ground.;;;
11/17/1936;Nuremberga;49,4505;11,0805;Deutsche Lufthansa;Junkers JU-52/3m;16;13;3;4;3;1;0;On approach to Nuremberg Airport in foggy conditions, the aircraft deviated from the prescribed course and was too low when it hit tree tops and crashed in a wooded area. Pilot error.;;;
11/19/1936;Londres;51,5002;-0,1262;British Airways;Fokker F-XII;4;0;4;2;0;2;0;The mail plane attempted to land in strong winds and poor weather conditons. Pilot error.;;;
12/04/1936;Near Grenoble, France;#CAMPO!;#CAMPO!;Deutsche Lufthansa;Junkers JU-52/3m;6;3;3;6;3;3;0;"Crashed into the French Alps  in high winds. The plane was named ""Rudolf Windisch.""";;;
12/06/1936;Near Moscow, Russia;#CAMPO!;#CAMPO!;Deruluft;Antonov AN-9;14;11;3;9;7;2;0;Crashed short of the runway while attempting to land.;;;
12/07/1936;Dacar;14,6928;-17,4467;Air France;LatÃ©coÃ¨re 300 (float plane.;5;1;4;5;1;4;0;" The last message from the aviator was ""we have switched off the rear engine."" The plane and crew of four were never found. Aviator Jean Mermoz killed.";;;
12/09/1936;Croydon;51,3727;-0,1099;KLM Royal Dutch Airlines;Douglas DC-2-115E;17;13;4;15;12;3;0;The aircraft crashed into houses while attempting to take off in heavy fog. A stewardess and the radio operator survived. Aircraft designer Juan de la Cierva killed. Pilot error. Piilot did not maintain directional control of the aircraft and abort the takeoff;;;
12/15/1936;Near Salt Lake City, Utah;#CAMPO!;#CAMPO!;Western Air Express;Boeing 247D;7;4;3;7;4;3;0;Crashed into Lone Peak while attempting to land at Salt Lake. Inability of the pilots to identify the south leg of the Salt Lake radio range due to a local static condition which rendered both range receivers in the airplane inoperative.;;;
12/18/1936;Kellogg;47,5383;-116,1253;Northwest Orient Airlines;Lockheed 10 Electra;2;0;2;2;0;2;0;The mail plane crashed into Early Creek Ridge, 15 miles south of Kellogg, in a blizzard. Pilot error in not following the radio range course upon leaving Missoula and failing to ascent to a safe altitude over the course pursued from Elk River.;;;
12/19/1936;New Milford;41,8742;-75,7273;Eastern Air Lines;Douglas DC-2-112;11;8;3;0;0;0;0;Crashed into trees in poor weather while attempting to land at Newark. Error on the part of the pilot for attempting to get down under the overcast without first definitely proving his position.  Improper dispatching for clearing the flight into an area of predicted bad weather, particularly when the area cleared through did not permit a safe return, and static conditions encountered which rendered reception of the radio range signals over the airplane's range receivers unintelligible.;;;
12/23/1936;Near Dallas, Texas;#CAMPO!;#CAMPO!;Braniff Airways;Lockheed 10 Electra;6;4;2;6;4;2;0;After an attempted go-around the right engine failed and the plane crashed and burst into flames into a corn field..;;;
12/27/1936;Newhall;34,3839;-118,5306;United Air Lines;Boeing 247D;12;10;2;12;10;2;0;While on approach to Burbank Airport, the airliner crashed into Rice Canyon, just south of Newhall.  It was raining with poor visibility. The aircraft flew into a hill loosing its wings, continued without wings across Rice Canyon and struck against a rocky wall of a bluff and dropped over a hundred feet to the bottom of the canyon.  Error on the part of the pilot in attempting to fly through the Newhall pass at an altitude lower than the surrounding mountains without first determining by radio, the existing weather.;;;
01/11/1937;Near Playa V icente, Veracruz, Mexico;#CAMPO!;#CAMPO!;Mexicana;Lockheed 10E Electra;9;6;3;9;6;3;0;After starting a descent, the aircraft crashed into Playa Vincente in adverse weather.;;;
01/12/1937;Near Newhall, California;#CAMPO!;#CAMPO!;Western Air Express;Boeing 247D;13;11;2;5;4;1;0;The aircraft crashed into Pinetos Peak, 4 miles southeast of Newhall while attempting to land at Burbank Airport in fog and rain. The pilot descended to a dangerously low altitude without positive knowledge of his position. African explorer, Martin Johnson, 52, killed. Johnson suffered a fractured skull in the crash and died the next day in a hospital.;;;
01/26/1937;Orã;35,6969;-0,6331;Sabena;Sabca S-73;12;8;4;12;8;4;0;While attempting to land the aircraft went out of control and crashed.;;;
