date,location,operator,aboard,aboard_passangers,aboard_crew,fatalities,fatalities_passangers,fatalities_crew,ground,summary,country
1958-08-14 00:00:00,"North Atlantic Ocean, 100 miles W of Galway Bay, Ireland",KLM Royal Dutch Airlines,99,91,8,99,91,8,0,"The aircraft crashed into the sea while en route from Shannon to Gander, Newfoundland. Possible overspeeding of outer propeller.",null
1958-08-15 00:00:00,"Nantucket, Massachusetts",Northeast Airlines,34,31,3,25,22,3,0,"The aircraft crashed 1,450 feet short of the runway while on approach in heavy fog. Poor judgement and technique by the pilot during approach in poor weather conditions. Nantucket Airport was not equipped with technology to permit insturment landings in such foggy conditions.", Massachusetts
1958-08-15 00:00:00,"Near Chita, Russia",Aeroflot,64,54,10,64,54,10,0,The aircraft stalled after flying over a thunderstorm. The aircraft climbed in excess of its operational ceiling considering its weight., Russia
1958-09-02 00:00:00,"Sasnashen, Russia",Military - U.S. Air Force,17,0,17,17,0,17,0,Shot down by Soviet Mig fighters., Russia
1958-09-02 00:00:00,Off Guam,Military - U.S. Air Force,19,12,7,19,12,7,0,The aircraft crashed 35 miles west of Agana Naval Air Station. In-flight fire of unknown origin.,null
1958-09-02 00:00:00,"London, England",Independent Air Travel,3,0,3,3,0,3,4,The cargo plane lost an engine on the initial climb and was not able to maintain altitude and crashed., England
1958-09-05 00:00:00,"Campina Grande, Brazil",Loide Aereo Nacional,18,14,4,14,12,2,0,The aircraft crashed after a second landing attempt. Improper approach procedure. Pilot error. A contributing cause was incorrect forcast provided to the crew., Brazil
1958-09-07 00:00:00,"  Kazakh, Russia",Aeroflot,27,22,5,27,22,5,0,The aircraft crashed shortly after being struck by lightning in a thunderstorm., Russia
1958-09-08 00:00:00,"Near Fairchild AFB, Washington DC",Military - U.S. Air Force / U.S. Air Force,16,0,16,13,0,13,0,"In VFR conditions the two Boeing B-52 Stratofortress bombers approached the same runway at the same time. The two aircraft rammed into each other 900 feet above the ground and crashed. Eight out of 9 aboard 56-661 were killed. Five out of 7 aboard 56-681 were killed. Operator error, in that the pilots of both aircraft failed to maintain safe separation during VFR conditions.", Washington DC
1958-09-09 00:00:00,"Mount Oyama, Japan",Flying Tiger Line,8,2,6,8,2,6,0,"Crashed into Mount Oyama 15 miles southwest of Tokyo. The crew continued the approach below the minimum safe altitude, maybe following a wrong altimeter setting.", Japan
1958-09-19 00:00:00,"Triel, France",Military - U.S. Air Force,15,0,15,15,0,15,0,"Collided with a French Air Force Dassault Mystère IV. Both aircraft dove into the ground and crashed in a field located in Triel-sur-Seine, west of Paris.", France
1958-09-19 00:00:00,"Near Lazo, Russia",Aeroflot,28,24,4,28,24,4,0,Crashed in a mountainous area.  The loss of orientation during the flight at night., Russia
1958-09-29 00:00:00,Over the Mediterranean Sea,Middle East Airlines,5,0,5,5,0,5,0,The cargo plane disappeared over the Mediterranean Sea and was never found., Idaho
1958-10-09 00:00:00,"Payette, Idaho",Military - U.S. Air Force,19,14,5,19,14,5,0,Crashed and exploded on flat terrain east of Payette. A loss of control or the incapacitation of one of the pilots may have factored in the accident.,null
1958-10-14 00:00:00,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,23,17,6,23,17,6,0,Crashed into the Alto del Cedro mountain. Premature descent. Navigation error. Lack of navigation facilities in the area., Venezuela
1958-10-15 00:00:00,"Villa Montes, Bolivia",Military - TAM (Bolivia),20,17,3,20,17,3,0,Crashed into mountain while en route., Bolivia
1958-10-17 00:00:00,"Near Kanash, Russia",Aeroflot,80,71,9,80,71,9,0,"The plane was on a flight from Peking to Moscow at FL330 when it went out of control. The aircraft experienced extreme turbulence during a climb, stalled and plunged to earth and burned. The captain described everything as it happened as he attempted to recover from the uncontrolled descent, ending the radio transmission with a farewell.", Russia
1959-02-01 00:00:00,"Kerrville, Texas",General Airways,28,30,2,3,1,2,0,The aircraft crashed into a hill while attempting an emergency landing after experiencing icing. The captain's poor judgment in continuing into known and dangerous icing conditions., Texas
1974-12-12 00:00:00,"Near Moc Hoa, South Vietnam",Military - Vietnamese Air Force,54,53,1,54,53,1,0,Shot down by a surface-to-air missile., South Vietnam
1958-10-18 00:00:00,"NAS Argentia, Placentia Bay,  Newfoundland,  Canada",Military - U.S. Navy,29,NULL,NULL,11,NULL,NULL,0,"Crashed into Placentia Bay, 1,000 feet short of the runway during a CGA landing, trying to get under the  weather. The ceiling was reported indefinite, 200 feet, visibility, 2 miles in drizzle and fog. A precision approach was commenced to the runway. The approach was within tolerances and normal until after passing through GCA minimums, at which time the aircraft went below glide path and the pilot was instructed to take a waveoff. The waveoff was not executed until after the aircraft had actually made contact with the runway. After climbout, GCA was contacted and a second approach was requested to commence with no delay. The pilot advised GCA that the runway was in sight just before GCA gave him a waveoff on the first approach. The second approach was again normal until the final controller gave the instructions, ""Approaching GCA minimums."" The aircraft immediately commenced dropping below glide path. An emergency pullup was given, but the aircraft collided with the water and came to rest 2,050 feet east of the approach end of the runway. It sank in 26 feet of water",null
1958-10-22 00:00:00,"Anzio, Italy",British European Airways,31,26,5,31,26,5,0,Midair collision with an Italian Air Force F-86. The airliner drifted off course. Neither pilot saw each other before they collided., Italy
1958-11-01 00:00:00,"Nipe Bay, Cuba",Cubana de Aviacion,20,16,4,17,13,4,0,"Hijacked by 4 Cuban rebels, the plane crashed after running out of fuel while attempting to land at Preston Airport.", Cuba
1958-11-03 00:00:00,"Near Roccatamburo di Poggiodomo, Italy",Yemen Airlines,8,4,4,8,4,4,0,"The DC-3 was to fly the Yemenite Under Secretary of Foreign Affairs from Rome to Belgrade. The aircraft The aircraft crashed on the western slopes of Mount Porretta at an elevation of 2,690 feet due to a navagation error. Pilot error.", Italy
1958-11-08 00:00:00,"La Paz, Bolivia",TAM (Bolivia),3,0,3,3,0,3,0,The cargo plane disappeared en route., Bolivia
1958-11-09 00:00:00,North Atlantic Ocean,ARTOP Aerotopografica LDA,36,30,6,36,30,6,0,The aircraft was missing on a flight from Cabo Ruivo to Funchal over the North Atlantic after transmitting an emergency message positioning the aircraft at  36 degrees 40 minutes N 12 degrees W.,null
1958-11-16 00:00:00,"Fort Collins, Colorado",Capitol Airways,2,0,2,2,0,2,0,"The cargo plane lost an engine while enroute and crashed. Icing, turbulence.", Colorado
1958-12-04 00:00:00,"Guadarrama Mountains, Spain",Aviaco,21,16,5,21,16,5,0,Crashed into La Rodilla de la Mujer Muerta while on approach to Madrid. Loss of control due to icing and turbulence., Spain
1958-12-23 00:00:00," Tashkent, Uzbekstan",Aeroflot,21,15,6,21,15,6,0,Missed the approach and crashed in a snowy field. Landing below weather minimums., Uzbekstan
1958-12-24 00:00:00,"Winkton, England",BOAC,12,9,3,9,7,2,0,While descending the aircraft struck the ground in heavy fog., England
1958-12-26 00:00:00,"Salisbury, Zimbabwe (Harare, Zimbabwe)",Union Aeromaritime de Transport,70,63,7,3,3,0,0,"The aircraft took off into heavy thunderstorms, was not able to maintain height and airspeed and crashed to the ground. The aircraft struck the ground shortly after takeoff as a result of an uncontrollable loss of airspeed and height due to a sudden squall accompanying the onset of a thunderstorm.",null
1958-12-30 00:00:00,"Rio de Janeiro, Brazil",VASP,37,33,4,21,17,4,0,Crashed on takeoff after the No.1 engine failed. Pilot error. Pilot's incorrect handling of controls in flight., Brazil
1959-01-06 00:00:00,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,5,2,3,5,2,3,0,Crashed into Mt. Pena Blanca while en route. The pilot's attempt to fly over mountainous terrain by visual reference to the ground under weather conditions restricting visibility which forced him to descend to a dangerously low altitude., Guatemala
1959-01-08 00:00:00,"Mt. Holston, Tennessee",Southeast Airlines,10,7,3,10,7,3,0,"The aircraft struck the slope of Mt Holston, located 15 miles from the airport during an ILS approach to Tri-City Airport. Pilot's failure to identify an intersection properly, resulting in flying 15 miles beyond the outer marker and descending to an alititude too low to clear high terrain. An inoperative compass was not entered into the aircraft log.", Tennessee
1959-01-11 00:00:00,"Rio de Janerio, Brazil",Lufthansa,39,29,10,36,29,7,0,"Twenty minutes out of  Rio de Janerio, the crew was cleared to descend from 14,000 to 10,000 feet. After reaching  KXNDB (waypoint) they were cleared to descend to 3000 ft.. Galeaoa approach was contacted and normal position reports were made. As the plane descended over Guanabara Bay in rain, the extended nosewheel struck the water. The crew tried to continue the approach, but the aircraft crashed near Flecheiras Beach, short of the runway. The actual cause of the accident was never determined however, the most probable cause was pilot error in descending below the minimum altitude on final approach. Aircrew fatigue was considered to be a contributing factor.  Crew flight time exceeded the Brazilian limits, but did not exceed the German limitations.", Brazil
1959-01-14 00:00:00,"Panther Peak, California",California Air Freight,2,0,2,2,0,2,0,"The cargo plane crashed into Panther Peak at 8,500 ft. while en route.", California
1959-01-16 00:00:00,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),52,47,5,51,46,5,0,"The aircraft overshot runway and a missed approach procedure was initiated. The plane gradually descended into the ocean just offshore. The pilot was not familiar with the airport and he miscalculated during the instrument approach procedure. The pilot's temporarily confused mental state when he found himself in this critical situation, effectuating his capability and skill.", Argentina
1959-01-18 00:00:00,"Stalingrad, Russia",Aeroflot,25,20,5,25,20,5,0,Crashed in a snow covered field while attempting to land. Cause undetermined. Possibly hit by machine gun fire., Russia
1959-01-21 00:00:00,"Near Merida, Venezuela",Linea Expresa Bolivar,4,2,2,4,2,2,0,"While en route,  flying VFR the CARGO plane ran into a cloud covered El Callejon pass  at 7,000 feet. The aircraft made a 180deg turn but crashed into the La Culata Peak at an altitude of 13,500 feet. Flying of the aircraft at an insufficient altitude over an area apparently unfamiliar to the pilot.", Venezuela
1959-02-03 00:00:00,"Mason City, Iowa",Dwyer Flying Service - Private Charter,4,3,1,4,3,1,0,"Buddy Holly chartered the plane to fly to Fargo after appearing as part of the Winter Dance Party tour at Clearlake, Iowa.  J.P. ""The Big Bopper"" Richardson, who was suffering from the flu, talked Waylon Jennings into giving up his seat. Ritchie Valens won a coin-toss and went in place of Tommy Allsup. He commented ""I never won anything in my life"" after winning the coin-toss. The plane took off into deteriorating weather conditions. The pilot, Roger Peterson, was not certified to fly IFR. The wreckage of the plane was found the next morning in a snowy meadow, 5 miles NW of the airport. The plane hit the ground at a high rate of speed and singers Ritchie Valens, 17, Buddy Holly, 22, Jiles P. ""The Big Bopper"" Richardson, 28, as well as the pilot, were killed instantly. It appeared, the pilot became disoriented and flew the plane into the ground.  Officially: The pilot's decision to undertake a flight in which the likelihood of encountering IFR conditions existed, when he was not certified to fly IFR. Also, deficiencies in the weather briefing and the pilot's unfamiliarity with the instrument which determines the attitude of the aircraft. In later years, a story appeared in the Iowa Globe Gazette in which a pilot, Al Potter, flying in the vicinity of the aircraft that night, claimed he was in contact with the aircraft shortly before it crashed. Potter stated the pilot radioed he had taken on ice and was losing power.", Iowa
1959-02-03 00:00:00,"La Guardia Airport, New York, NY",American Airlines,73,68,5,65,63,2,0,"While attempting to land in rain and fog at La Guardia Airport, the aircraft descended below the minimum altitude and crashed into the East River. The aircraft struck the water while in shallow descent at 150 mph with its landing gear and flaps extended. Primarily the crash resulted from the failure of the crew to properly monitor essential instruments for determining attitude due to preoccupation with particular aspects of the aircraft and its environment. Limited experience of the crew with this particular type of aircraft. Erroneous setting of the captain's altimeter. Possibly misinterpretation of the altimeter and rate of descent indicator.",null
1959-02-17 00:00:00,"Gatwick, Surrey, England",Turkish Airlines (THY),24,16,8,14,9,5,0,"While on approach, the jet lost its wings and had its engines torn off as it ploughed 300 yards through the woods and landed upside down with trees embedded in the mangled fuselage and burst into flames. The flight had been diverted to Gatwick because of fog at London.  Cause unknown.",null
1959-02-18 00:00:00,"Belen, Chile",Southern Cross Airways,5,0,5,5,0,5,0,The cargo plane was overloaded and could not maintain altitude after losing an engine. Crashed while attempting an emergency landing., Chile
1959-03-05 00:00:00,"Managua, Nicaragua",TACA,19,15,4,15,13,2,0,"Crashed shortly after takeoff, inverted, into trees. Failure of No. 1 engine on climbout. The non-retraction of the landing gear immediately after the aircraft reached V2. Failure of engine No. 2 a few seconds later. The aircraft banked left, lost altitude and collided with trees. Engine failure cause unknown.", Nicaragua
1959-03-12 00:00:00,"Tobu, India",Indian Airlines,7,4,3,5,2,3,0,The cargo plane crashed during an attempt by the pilot to clear high terrain under poor visibility conditions. He had previously descended to a low altitude in order to determine his position., India
1959-03-13 00:00:00,"Mahon, Spain",Aviaco,18,15,3,1,1,0,0,"The plane banked to the right soon after leaving the ground and crashed to the ground. Strong gust of wind which tilted the aircraft to the right during final approach to land, causing it to crash to the ground", Spain
1959-03-29 00:00:00,"Near Bangui, Central African Republic",Union Aeromaritime de Transport,9,5,4,9,5,4,0,Crashed while en route in the jungle. The right wing detached in flight due to a structural failure caused by severe vibrations due to additional engines that were installed on this special model., Central African Republic
1959-03-29 00:00:00,"Near Silchar, India",Indian Airlines,24,20,4,24,20,4,0,Sustained structural failure while flying through a thunderstorm., India
1959-03-30 00:00:00,"Alma, Georgia",Riddle Airlines,2,0,2,2,0,2,0,"The cargo plane lost control after a fire broke out in the cargo hold. The ignition of cargo in the aft belly compartment caused by contact with an unguarded light bulb. It is believed the fire then breached the compartment wall, and damaged a hydraulic unit or line in the wing center section area at the rear spar., igniting the flammable hydraulic fluid.", Georgia
1959-04-17 00:00:00,"Puerto Kino, Mexico",Tigres Voladores,26,21,5,26,21,5,0,Exlpoded and caught fire near Bahia de Kino.  A bomb is believed to have exploded onboard., Mexico
1959-04-23 00:00:00,"Van, Turkey",Air Charter,12,0,12,12,0,12,0,"The cargo plane aircraft, flying on instruments, drifted north of its normal track because of strong winds and crashed into Mt. Suphan. The winds were stronger than forecast. An accurate bearing could not be obtained at Mus and Van had not been checked.  Sub-normal temperatures would result in a high indicated altimeter reading. Calculations on the flight and contacts with beacons were not coordinated and controlled.", Turkey
1959-04-29 00:00:00,"Valdemeca, Spain",Iberia Airlines,28,25,3,28,25,3,0,"Crashed into the east slopes of Sierra de Valdemeca after being diverted due to poor weather. Joaquin Blume, Spain's European gymnastics champion, killed. Unfavorable weather made it necessary to deviate from the planned route.", Spain
1959-05-02 00:00:00,"Mallorca, Spain",Austria-Flugdienst,5,2,3,5,2,3,0,"Two minutes after reporting at 3,000feet the aircraft struck Alfabia peak at 3,300 feet. Insufficient altitude while flying at normal climb power.", Spain
1959-05-12 00:00:00,"Chase, Maryland",Capital Airlines,31,27,4,31,27,4,0,"Disintegrated in-flight due to severe turbulence after penetrating a thunderstorm. Icing. A farmhand observed a large chuck of ice fall from the plane seconds before the crash. A second plane crash involving Capital Airlines occurred at Charleston, WV on this same day.", Maryland
1959-05-12 00:00:00,"Charleston, West Virginia",Capital Airlines,44,38,6,2,1,1,0,"The pilot intentionally ground looped the aircraft, which slid down a steep embankment caught fire and burned. Landing too fast on a wet runway under conditions conductive to aquaplaning.", West Virginia
1959-05-13 00:00:00,"Near Toumavista, Peru",Transportes Aereos Peruanos,12,10,2,12,10,2,0,Crashed into the slope of a mountain while en route., Peru
1959-05-15 00:00:00,"Off Mar del Plata, Aregntina",Aerolineas Argentinas,10,6,4,10,6,4,0,Crashed into the sea during a steep turn following a takeoff at night. Undetermined cause., Aregntina
1959-05-21 00:00:00,"Moro, Peru",Lineas Aéreas Interpolar,8,4,4,8,4,4,0,Crashed into a  mountain while en route.., Peru
1959-06-01 00:00:00,Nicaragua,Aerolineas Nacionales,60,55,5,60,55,5,0,"The plane, carrying Nicaraguan rebels was shot down by a Nicaraguan Air Force fighter.",null
1959-06-05 00:00:00,"Near Sheyma, Alaska",Militiary - US Air Force,19,NULL,NULL,19,NULL,NULL,0,"Thirty minutes after taking off from Sheyma, ""Rivit Amber"" radioed ""experiencing  vibration in flilght. Not certain of emergency. This was the last radio contact with the plane. The aircraft crashed at sea.", Peru
1959-06-12 00:00:00,"Sandy Lake, Ontario",Tranair,8,7,1,8,7,1,0,"Shortly after takeoff from Sandy Lake, the single engine aircraft stalled and crashed in a wooded area. The aircraft was destroyed and all eight occupants were killed. It was reported that a non-authorized person was sitting in the left seat in the cockpit at the time of the accident.", Ontario
1959-06-23 00:00:00,"Cerros Baco, Peru",AVIANCA,14,10,4,14,10,4,0,Crashed  into the slope of Cerro Baco located about 12 km northwest of Huaricanga., Alaska
1959-06-26 00:00:00,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",Trans World Airlines,68,59,9,68,59,9,0,"While flying from Athens to Chicago, the No. 6 and 7 fuel tanks in the right wing exploded during a storm.  Ignition of gasoline vapors emanating from fuel tank vent pipes by static discharge after the airliner was hit by lightning.",null
1959-06-30 00:00:00,"Ishikawa City, Ryukyu Island, Okinawa",Military - U.S. Air Force,1,0,1,0,0,0,17,"The pilot ejected and parachuted safely from the aircraft after the engine caught fire and the aircraft became uncontrollable. The plane crashed into the Miyamori Primary School compound and the surrounding neighborhood killing 17, of which 11 were students, and injuring another 181.  Because of the subsequent fire in the aftermath of the crash another 158 persons (28 families) were made homeless.",null
1959-07-15 00:00:00,"Kuwait City, Kuwait",PAS,32,27,5,32,27,5,NULL,"Shortly after takeoff from Kuwait City Airport and while climbing, the aircraft stalled and crashed in the desert  6 km from the airfield.", Kuwait
1959-08-03 00:00:00,"Sagone, India",Kalinga Airlines,6,3,3,6,3,3,0,The cargo plane crashed while en route. Navigational error. The pilot entered a wrong valley and stalled the fully loaded aircraft while attempting to turn back., India
1959-08-14 00:00:00,"Karachi, Pakistan",Pakistan International Airlines,3,0,3,2,0,2,0,"The trainee captain attempted a maneuver in disregard of the prescribed limitations of such a maneuver. A two-engine overshoot was attempted at a very low height and below the prescribed minimum speed, when the aircraft was committed to a landing. This resulted in a violent yaw and sharp drop which could not be controlled. The training captain was conversant with the minimum requirements of a two-engine overshoot of the Viscount 815 aircraft but appears to have overestimated his performance.", Pakistan
1959-08-15 00:00:00,"Calverton, New York",American Airlines,5,0,5,5,0,5,0,The crew failed to recognize and correct the development of excessive yaw which caused an unintentional rolling maneuver at an altitude too low to permit complete recovery., New York
1959-08-19 00:00:00,"Near Barcelona, Spain",Transair,32,29,3,32,29,3,0,"Nineteen minutes after taking off and while climbing, the aircraft entered a cloud and struck Mt. Monseny. Pilot did not follow prescribed regulations.", Spain
1959-08-27 00:00:00,"Near Asuncion, Paraguay",Aerolineas Argentinas,50,44,6,2,1,1,0,"The aircraft descended below MDA and crashed 5 miles short of the runway while on approach to Asuncion. The crew led the aircraft pass below the glide in marginal weather conditions and continued the approach at an insufficient altitude, against published procedures.", Paraguay
1959-09-02 00:00:00,"Abilene, Texas",Aaxico Airlines,2,0,2,2,0,2,0,"The cargo plane took off, rose to 200 ft., stalled and crashed. Elevator control lost. The aft link assembly became disconnected from the clevis in the elevator control horn assembly when an improperly secured bolt backed out.", Texas
1959-09-08 00:00:00,"Poza Rica, Mexico",Mexicana,16,13,3,1,1,0,0,"An in-flight explosion occurred in the passenger cabin. A male passenger, who was believed to have been carrying a bomb, fell from the airplane from an altitude of 11,000ft.  A forced landing was made at Poza Rica after a fire broke out in the cabin.", Mexico
1959-09-12 00:00:00,"Near Tegucigalpa, Honduras",Pan American World Airways,3,0,3,3,0,3,0,"Shortly after taking off, the cargo plane deviated from it's intended course and struck a mountain, for reasons unknown.", Honduras
1959-09-23 00:00:00,"Sao Paulo, Brazil",VASP,20,16,4,20,16,4,0,Crashed a few minutes after taking off from Sao Paulo Airport. Cause undetermined., Brazil
1959-09-24 00:00:00,"Great Sitkin Island, Alaska",Reeve Aleutian Airlines,16,11,5,16,11,5,0,Crashed into a mountain while on approach to Adak. Improper approach. Crew error. Pilot did not fly in accordance with visual flight rules over hazardous terrain., Alaska
1959-09-24 00:00:00,"Bordeaux, France",T.A. Intercontinentaux (France),65,56,9,54,45,9,0,"Crashed shortly after takeoff, not gaining altitude and colliding with trees. Loss of an engine. Crew did not properly monitor altimeter.", France
1959-09-29 00:00:00,"Buffalo, Texas",Braniff Airlines,34,28,6,34,28,6,0,"In-flight separation of the left wing resulted in the aircraft crashing 3 miles southeast of Buffalo, Texas. A design flaw caused an oscillation known as  mode to transfer propeller wobble to the outboard nacelles which induced flutter in the wing which led to the separation of the wing. One of two accidents with the same cause. See 3/17/1960.", Texas
1959-10-06 00:00:00,"Paloemeu, Suriname",Kappel-Van Eyck Airways,2,0,2,2,0,2,0,"The aircraft was on a government mission to supply contractors near Paloemeu with food and equipment.  While searching for a drop point in the jungle, in heavy fog,  the plane crashed into a hill.", Suriname
1976-03-02 00:00:00,Southeastern Bolivia,TAM (Bolivia),22,18,4,19,15,4,0,Crashed in the jungle while en route. Cause unknown,null
1959-10-23 00:00:00,"Near Moscow, Russia",Aeroflot,28,23,5,28,23,5,0,"Crashed on approach. Crew's handling of the plane led to a premature loss of altitude and collision with obstacles. Crew fatigue,", Russia
1959-10-26 00:00:00,"Santa Maria, California",Pacific Air Lines,19,17,2,1,0,1,1,"Moments after rotation the left engine exploded and caught fire. The elevator of the plane hit a 12,000 volt powerline and crash landed upright sliding 65 feet. The only fatality was the first officer who was thrown clear of the accident still strapped to his seat. The number 5 cylinder of the left engine failed leading to an explosion that deformed the left engine's ring cowl to a degree that cause excessive drag and buffeting that made sustained flight impossible. Maintenance records showed the engine had a troubling number of oil leaks.", California
1959-10-30 00:00:00,"Waynesborough, Virginia",Piedmont Airlines,27,24,3,26,23,3,0,Crashed into Bucks Elbow Mountain during an ILS approach to Charlottesville Airport. Navigational omission resulting in an off course approach. It took thirty-six hours before the lone survivor was rescued.  A navigational omission which resulted in a lateral course error that was not detected and corrected through precision instrument flying procedures. A contributing factor to the accident may have been pre-occupation of the captain resulting from mental stress., Virginia
1959-10-30 00:00:00,"Athens, Greece",Olympic Airways,18,15,3,18,15,3,0,Engine failure on takeoff. The plane crashed 5 minutes later. Failure of the gudgeon pin bearing of the No.6 piston of the left engine., Greece
1959-11-04 00:00:00,"St. Cleophas, Quebec, Canada",Wheeler Airlines,5,0,5,5,0,5,0,The cargo plane exploded in midair while en route after an engine fire. The possible failure of the fire detection and warning system to inform the pilot of the existence of a fire before it had penetrated the firewall and ignited the fuel feed system and oil tank to the rear of no.2 engine.,null
1959-11-16 00:00:00,"Lvov, Ukraine, USSR",Aeroflot,40,32,8,40,32,8,0,"Loss of control in icing conditions when the flaps were downed to 45° on approach, apparently due to an excessive accumulation of ice on wings and stabs. The distance between the aircraft and the ground was insufficient to expect a recovery.",null
1959-11-16 00:00:00,Gulf of Mexico,National Airlines,42,36,6,42,36,6,0,"The aircraft crashed into the Gulf of Mexico at 29 degrees 13 minutes N, 88 degrees 40 minutes W or about 108 miles east-southeast of New Orleans, while on a flight from Tampa to New Orleans. Sabotage (explosion of a dynamite bomb aboard) was strongly suspected but could never be proven due to lack of physical evidence.  There is a possibility that there is a connection between this crash and the National Airlines crash of January 6, 1960. No one was charged in either case.",null
1959-11-21 00:00:00,"Beirut, Lebanon",Ariana Afghan Airlines,27,22,5,24,19,5,0,"Crashed shortly after takeoff, 2.5 miles from Beirut Airport. Navigation error. Possible in-flight fire in the No. 1 engine which induced the pilot to start fire emergency action with a resulting reduction in the rate of turn and the rate of climb.", Lebanon
1959-11-24 00:00:00,"Chicago, Illinois",Trans World Airlines,3,0,3,3,0,3,8,"Shortly after taking off the plane experienced a fire warning in the No. 2 engine, shut it down and attempted to return to Midway Airport. During the final approach the aircraft banked in excess of 45 degrees and developed an excessive sink rate. When the aircraft reached the tops of trees its wings were nearly level and its nose was raised in a climbing attitude but the descent continued and the plane crashed one quarter of a mile southeast of the airport. The accident was the consequence of manuvering the aircraft during the turn to final approach in such a manner as to cause a rate of sink from which recovery was not possible. Sometime during the turn the flaps were retracted from 60% to 24% causing a loss of lift.", Illinois
1959-12-01 00:00:00,"Willamsport, Pennsylvania",Allegheny Airlines,26,22,4,25,21,4,0,"Crashed into Bald Eagle Mountain,13 miles south of Williamsport,  while on an ILS approach to Williamsport.  Probable accidental caging of the fluxgate compass leading to a erroneous heading indication. Captain's failure to execute a timely abandoned approach. There was one passenger who survived.", Pennsylvania
1959-12-08 00:00:00,"Off Cartagena, Colombia",Sociedad Aeronautica Medellin,45,42,3,45,42,3,0,Disappeared en route. Right landing gear found on Moron Island.  Cause undetermined., Colombia
1959-12-13 00:00:00,"Near Tashkent, Uzbekistan, USSR",Aeroflot,29,24,5,29,24,5,0,"Crashed into a mountain while en route. Crew error. The crew deviated from prescribe route. The captain decided to continue under VFR in IMC conditions and at the time of the accident, the aircraft was about 40 to 50 km off course to the right of the intended route.",null
1959-12-17 00:00:00,"Ketchikan, Alaska",California Aircraft,3,0,3,3,0,3,0,The cargo plane cashed en route after reporting engine trouble., Alaska
1959-12-21 00:00:00,"Rome, Italy",Alitalia,2,0,2,2,0,2,0,Crashed into a hanger during a practice landing. The accident was attributed to a balked landing maneuver carried out below the speed limits for safe directional control of the aircraft during a critical situation that developed in the last phase of the landing in the course of a simulated emergency exercise with two power units inoperative., Brazil
1959-12-22 00:00:00,"Rio de Janeiro, Brazil",VASP,32,26,6,32,26,6,10,"A midair collision took place between a Vickers Viscount and a Brazilian Air Force Fokker T-21 trainer, as the Viscount made an approach to land. The pilot of the trainer parachuted to safety. All 32 aboard the Viscount were killed when it crashed into several houses in the district of Ramos. Failure of both pilots to see and avoid each other. Apparently, the pilot of the trainer aircraft was not supposed to cross the approach path of the Viscount.", Italy
1959-12-24 00:00:00,"Palembang, Indonesia",Garuda Indonesia Airlines,2,0,2,1,0,1,0,"Shortly after takeoff the cargo plane lost the No. 2 engine, tried to return to the airport but crashed. Failure of the right engine, a lack of precaution on the part of the captain and marginal weather. A contributing factor may have been the overloaded condition of the aircraft, however, not to such an extent that it forced the aircraft to descend to a dangerously low altitude.", Indonesia
1959-12-31 00:00:00,"Near San Jose de Chiquitos, Bolivia",Lloyd Aereo Boliviano,11,7,4,11,7,4,0,Crashed on takeoff., Bolivia
1960-01-03 00:00:00,"Taksing, India",Indian Airlines,9,5,4,9,5,4,0,"The cargo plane crashed while dropping supplies and making a narrow turn in a valley. The accident was attributed to an error in navigation which caused the pilot to enter the wrong valley. During an attempt to turn back in a restricted area, the aircraft stalled and crashed.", India
1960-01-06 00:00:00,"Wilmington/Bolivia, North Carolina",National Airlines,34,29,5,34,29,5,0,"The plane disintegrated in flight at 18,000 feet and crashed 1.5 miles northwest of Bolivia, North Carolina. Detonation of a dynamite bomb by means of dry cell batteries, in the vicinity of row 7, in the passenger cabin.  The plane continued to fly for a short time after which the fuselage came apart and the plane crashed in a ball of flames. Julian Frank, who had purchased 1 million dollars in insurance, was suspected of committing suicide by detonating the bomb in his lap or under his seat. There is a possibility Frank may have been an unwitting bomb carrier and that this bombing has something to do with the National Airlines crash of November, 16, 1959. No one was charged in either case.", North Carolina
1960-01-10 00:00:00,Gulf of Sirte,Military - U.S. Army,10,9,1,10,9,1,0,"Missing, never found.",null
1960-01-18 00:00:00,"Charles City, Virginia",Capital Airlines,50,46,4,50,46,4,0,"The aircraft crashed and burned in a wooded area, striking the ground in a level attitude. The delayed arming of the engine ice-protection systems while flying through icing conditions, causing eventual flame-out of the four engines. This condition existed for sufficient time to cause a drop in battery electrical energy, preventing the unfeathering and relighting of sufficient engines to maintain flight. The aircraft was then dived in an  effort to attain sufficient airspeed to drive the propellers out of the feathered positions by wind-milling.  At the same time, multiple attempts were made to relight one or more engines. Successful relights were either interrupted by auto-feather action initiated by premature advancing of the throttles prior to complete light up of an engine or prevented by insufficient battery electrical energy. No. 4 engine was eventually  relit and the crew had just successfully relit No. 3 engine when the aircraft crashed.", Virginia
